submission_id,response_right,correct_response_awareness,gender,mechanism,comments,languages,responseRelig2Red,correct_response_yr,response,response_bg,response_left,response_awareness,correct_response,actual_outcome,right_marble,prolific_session_id,experiment_end_time,response_y_r,trialNr,response_b_g,trialType,effect_valence,correct_response_unlabeled,age,education,correctResponse,response_control,correct_response_unk,prolific_pid,experiment_duration,response_unlabeled,prolific_study_id,correct_response_bg,left_marble,island_type,response_unk,response_yr,correct_response_control,comprehension_1_failed,outcome_sound,responseTime,experiment_start_time
2174,7,NA,male,conjunctive,,English,,NA,NA,NA,7,NA,NA,NA,red,6954e128ddd9593f71e6cd3b,1767170901063,,3,,critical-speaker,unpleasant,NA,45,Graduated College,,NA,,63174af7d57182f9bf90c094,547311,NA,6953fb944c10a4272405cd8e,NA,yellow,B-G,NA,NA,NA,NA,sound B,19672,1767170353752
2174,7,NA,male,conjunctive,,English,,NA,NA,NA,3,NA,NA,NA,red,6954e128ddd9593f71e6cd3b,1767170901063,,4,,critical-speaker,unpleasant,NA,45,Graduated College,,NA,,63174af7d57182f9bf90c094,547311,NA,6953fb944c10a4272405cd8e,NA,blue,B-G,NA,NA,NA,NA,sound A,16892,1767170353752
2174,NA,NA,male,conjunctive,,English,,NA,NA,NA,NA,NA,NA,left,green,6954e128ddd9593f71e6cd3b,1767170901063,,1,,critical-listener,unpleasant,NA,45,Graduated College,,NA,,63174af7d57182f9bf90c094,547311,NA,6953fb944c10a4272405cd8e,NA,yellow,NA,4,NA,NA,NA,sound B,34242,1767170353752
2174,NA,NA,male,conjunctive,,English,,NA,NA,NA,NA,NA,NA,left,red,6954e128ddd9593f71e6cd3b,1767170901063,,2,,critical-listener,unpleasant,NA,45,Graduated College,,NA,,63174af7d57182f9bf90c094,547311,NA,6953fb944c10a4272405cd8e,NA,blue,NA,6,NA,NA,NA,sound A,63936,1767170353752
2175,NA,NA,male,disjunctive,,,,NA,sound B,NA,NA,NA,sound B,NA,NA,6954e12818c324b25bf010b2,1767171229740,,1,,comprehension-1-1,unpleasant,NA,34,Graduated High-school,,NA,,5fa154fd4cbe97227182aff7,880253,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,9920,1767170349487
2175,NA,NA,male,disjunctive,,,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954e12818c324b25bf010b2,1767171229740,,2,,comprehension-1-1,unpleasant,NA,34,Graduated High-school,,NA,,5fa154fd4cbe97227182aff7,880253,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,1744,1767170349487
2175,NA,NA,male,disjunctive,,,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954e12818c324b25bf010b2,1767171229740,,3,,comprehension-1-1,unpleasant,NA,34,Graduated High-school,,NA,,5fa154fd4cbe97227182aff7,880253,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,1312,1767170349487
2175,NA,NA,male,disjunctive,,,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954e12818c324b25bf010b2,1767171229740,,4,,comprehension-1-1,unpleasant,NA,34,Graduated High-school,,NA,,5fa154fd4cbe97227182aff7,880253,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,1120,1767170349487
2175,NA,No,male,disjunctive,,,,NA,NA,NA,NA,No,NA,NA,NA,6954e12818c324b25bf010b2,1767171229740,,1,,comprehension-2,unpleasant,NA,34,Graduated High-school,,No,,5fa154fd4cbe97227182aff7,880253,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,No,NA,NA,20112,1767170349487
2175,NA,NA,male,disjunctive,,,,The probability of a yellow marble being released is the same as of a red marble being released.,NA,Yes,NA,NA,NA,NA,NA,6954e12818c324b25bf010b2,1767171229740,,2,,comprehension-2,unpleasant,Cannot say,34,Graduated High-school,,NA,,5fa154fd4cbe97227182aff7,880253,Cannot say,6953fb944c10a4272405cd8e,Yes,NA,NA,NA,The probability of a yellow marble being released is the same as of a red marble being released.,NA,NA,NA,84200,1767170349487
2175,7,NA,male,disjunctive,,,,NA,NA,NA,7,NA,NA,NA,red,6954e12818c324b25bf010b2,1767171229740,,1,,critical-speaker,unpleasant,NA,34,Graduated High-school,,NA,,5fa154fd4cbe97227182aff7,880253,NA,6953fb944c10a4272405cd8e,NA,blue,B-G,NA,NA,NA,NA,sound A,86296,1767170349487
2175,7,NA,male,disjunctive,,,,NA,NA,NA,7,NA,NA,NA,green,6954e12818c324b25bf010b2,1767171229740,,2,,critical-speaker,unpleasant,NA,34,Graduated High-school,,NA,,5fa154fd4cbe97227182aff7,880253,NA,6953fb944c10a4272405cd8e,NA,yellow,B-G,NA,NA,NA,NA,sound B,36616,1767170349487
2175,7,NA,male,disjunctive,,,,NA,NA,NA,7,NA,NA,NA,red,6954e12818c324b25bf010b2,1767171229740,,3,,critical-speaker,unpleasant,NA,34,Graduated High-school,,NA,,5fa154fd4cbe97227182aff7,880253,NA,6953fb944c10a4272405cd8e,NA,blue,Y-R,NA,NA,NA,NA,sound A,28840,1767170349487
2175,7,NA,male,disjunctive,,,,NA,NA,NA,7,NA,NA,NA,green,6954e12818c324b25bf010b2,1767171229740,,4,,critical-speaker,unpleasant,NA,34,Graduated High-school,,NA,,5fa154fd4cbe97227182aff7,880253,NA,6953fb944c10a4272405cd8e,NA,yellow,Y-R,NA,NA,NA,NA,sound B,8760,1767170349487
2175,NA,NA,male,disjunctive,,,,NA,NA,NA,NA,NA,NA,right,red,6954e12818c324b25bf010b2,1767171229740,,1,,critical-listener,unpleasant,NA,34,Graduated High-school,,NA,,5fa154fd4cbe97227182aff7,880253,NA,6953fb944c10a4272405cd8e,NA,blue,NA,4,NA,NA,NA,sound A,43800,1767170349487
2175,NA,NA,male,disjunctive,,,,NA,NA,NA,NA,NA,NA,right,green,6954e12818c324b25bf010b2,1767171229740,,2,,critical-listener,unpleasant,NA,34,Graduated High-school,,NA,,5fa154fd4cbe97227182aff7,880253,NA,6953fb944c10a4272405cd8e,NA,yellow,NA,4,NA,NA,NA,sound B,54232,1767170349487
2176,NA,NA,male,disjunctive,Definitely think I got mixed up at some point lol. Very fun little study.,English,,NA,sound B,NA,NA,NA,sound B,NA,NA,6954e4e94235acc6869916c2,1767171988004,,1,,comprehension-1-1,unpleasant,NA,28,Graduated High-school,,NA,,692f2278f057e05ea8c20195,672658,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,7820,1767171315346
2176,NA,NA,male,disjunctive,Definitely think I got mixed up at some point lol. Very fun little study.,English,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954e4e94235acc6869916c2,1767171988004,,2,,comprehension-1-1,unpleasant,NA,28,Graduated High-school,,NA,,692f2278f057e05ea8c20195,672658,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,1871,1767171315346
2176,NA,NA,male,disjunctive,Definitely think I got mixed up at some point lol. Very fun little study.,English,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954e4e94235acc6869916c2,1767171988004,,3,,comprehension-1-1,unpleasant,NA,28,Graduated High-school,,NA,,692f2278f057e05ea8c20195,672658,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,1937,1767171315346
2176,NA,NA,male,disjunctive,Definitely think I got mixed up at some point lol. Very fun little study.,English,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954e4e94235acc6869916c2,1767171988004,,4,,comprehension-1-1,unpleasant,NA,28,Graduated High-school,,NA,,692f2278f057e05ea8c20195,672658,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,1999,1767171315346
2176,NA,No,male,disjunctive,Definitely think I got mixed up at some point lol. Very fun little study.,English,,NA,NA,NA,NA,No,NA,NA,NA,6954e4e94235acc6869916c2,1767171988004,,1,,comprehension-2,unpleasant,NA,28,Graduated High-school,,No,,692f2278f057e05ea8c20195,672658,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,No,NA,NA,10091,1767171315346
2176,NA,NA,male,disjunctive,Definitely think I got mixed up at some point lol. Very fun little study.,English,,The probability of a yellow marble being released is the same as of a red marble being released.,NA,Yes,NA,NA,NA,NA,NA,6954e4e94235acc6869916c2,1767171988004,,2,,comprehension-2,unpleasant,Cannot say,28,Graduated High-school,,NA,,692f2278f057e05ea8c20195,672658,Cannot say,6953fb944c10a4272405cd8e,Yes,NA,NA,NA,The probability of a yellow marble being released is the same as of a red marble being released.,NA,NA,NA,38479,1767171315346
2176,3,NA,male,disjunctive,Definitely think I got mixed up at some point lol. Very fun little study.,English,,NA,NA,NA,6,NA,NA,NA,green,6954e4e94235acc6869916c2,1767171988004,,1,,critical-speaker,unpleasant,NA,28,Graduated High-school,,NA,,692f2278f057e05ea8c20195,672658,NA,6953fb944c10a4272405cd8e,NA,yellow,B-G,NA,NA,NA,NA,sound B,91080,1767171315346
2176,6,NA,male,disjunctive,Definitely think I got mixed up at some point lol. Very fun little study.,English,,NA,NA,NA,3,NA,NA,NA,red,6954e4e94235acc6869916c2,1767171988004,,2,,critical-speaker,unpleasant,NA,28,Graduated High-school,,NA,,692f2278f057e05ea8c20195,672658,NA,6953fb944c10a4272405cd8e,NA,blue,B-G,NA,NA,NA,NA,sound A,31421,1767171315346
2176,2,NA,male,disjunctive,Definitely think I got mixed up at some point lol. Very fun little study.,English,,NA,NA,NA,7,NA,NA,NA,green,6954e4e94235acc6869916c2,1767171988004,,3,,critical-speaker,unpleasant,NA,28,Graduated High-school,,NA,,692f2278f057e05ea8c20195,672658,NA,6953fb944c10a4272405cd8e,NA,blue,Y-R,NA,NA,NA,NA,sound A,80930,1767171315346
2176,7,NA,male,disjunctive,Definitely think I got mixed up at some point lol. Very fun little study.,English,,NA,NA,NA,7,NA,NA,NA,red,6954e4e94235acc6869916c2,1767171988004,,4,,critical-speaker,unpleasant,NA,28,Graduated High-school,,NA,,692f2278f057e05ea8c20195,672658,NA,6953fb944c10a4272405cd8e,NA,blue,Y-R,NA,NA,NA,NA,sound A,15949,1767171315346
2176,NA,NA,male,disjunctive,Definitely think I got mixed up at some point lol. Very fun little study.,English,,NA,NA,NA,NA,NA,NA,left,red,6954e4e94235acc6869916c2,1767171988004,,1,,critical-listener,unpleasant,NA,28,Graduated High-school,,NA,,692f2278f057e05ea8c20195,672658,NA,6953fb944c10a4272405cd8e,NA,blue,NA,2,NA,NA,NA,sound A,100084,1767171315346
2176,NA,NA,male,disjunctive,Definitely think I got mixed up at some point lol. Very fun little study.,English,,NA,NA,NA,NA,NA,NA,right,green,6954e4e94235acc6869916c2,1767171988004,,2,,critical-listener,unpleasant,NA,28,Graduated High-school,,NA,,692f2278f057e05ea8c20195,672658,NA,6953fb944c10a4272405cd8e,NA,yellow,NA,4,NA,NA,NA,sound B,59207,1767171315346
2177,NA,NA,male,conjunctive,very interesting,english,,NA,sound A,NA,NA,NA,sound B,NA,NA,6954e74452001df64f37e01c,1767172543163,,1,,comprehension-1-1,unpleasant,NA,44,Graduated High-school,,NA,,5ebc0abd2cc5f1054c82a0d7,629000,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,4723,1767171914163
2177,NA,NA,male,conjunctive,very interesting,english,,NA,sound B,NA,NA,NA,sound B,NA,NA,6954e74452001df64f37e01c,1767172543163,,2,,comprehension-1-1,unpleasant,NA,44,Graduated High-school,,NA,,5ebc0abd2cc5f1054c82a0d7,629000,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,true,NA,18078,1767171914163
2177,NA,NA,male,conjunctive,very interesting,english,,NA,sound A,NA,NA,NA,sound B,NA,NA,6954e74452001df64f37e01c,1767172543163,,3,,comprehension-1-1,unpleasant,NA,44,Graduated High-school,,NA,,5ebc0abd2cc5f1054c82a0d7,629000,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,true,NA,2069,1767171914163
2177,NA,NA,male,conjunctive,very interesting,english,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954e74452001df64f37e01c,1767172543163,,4,,comprehension-1-1,unpleasant,NA,44,Graduated High-school,,NA,,5ebc0abd2cc5f1054c82a0d7,629000,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,true,NA,1425,1767171914163
2177,NA,NA,male,conjunctive,very interesting,english,,NA,sound B,NA,NA,NA,sound B,NA,NA,6954e74452001df64f37e01c,1767172543163,,1,,comprehension-1-2,unpleasant,NA,44,Graduated High-school,,NA,,5ebc0abd2cc5f1054c82a0d7,629000,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,true,NA,3885,1767171914163
2177,NA,NA,male,conjunctive,very interesting,english,,NA,sound B,NA,NA,NA,sound B,NA,NA,6954e74452001df64f37e01c,1767172543163,,2,,comprehension-1-2,unpleasant,NA,44,Graduated High-school,,NA,,5ebc0abd2cc5f1054c82a0d7,629000,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,true,NA,3486,1767171914163
2177,NA,NA,male,conjunctive,very interesting,english,,NA,sound B,NA,NA,NA,sound B,NA,NA,6954e74452001df64f37e01c,1767172543163,,3,,comprehension-1-2,unpleasant,NA,44,Graduated High-school,,NA,,5ebc0abd2cc5f1054c82a0d7,629000,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,true,NA,2603,1767171914163
2177,NA,NA,male,conjunctive,very interesting,english,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954e74452001df64f37e01c,1767172543163,,4,,comprehension-1-2,unpleasant,NA,44,Graduated High-school,,NA,,5ebc0abd2cc5f1054c82a0d7,629000,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,true,NA,2154,1767171914163
2177,NA,No,male,conjunctive,very interesting,english,,NA,NA,NA,NA,Yes,NA,NA,NA,6954e74452001df64f37e01c,1767172543163,,1,,comprehension-2,unpleasant,NA,44,Graduated High-school,,No,,5ebc0abd2cc5f1054c82a0d7,629000,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,No,NA,NA,14849,1767171914163
2177,NA,NA,male,conjunctive,very interesting,english,,The probability of a yellow marble being released is the same as of a red marble being released.,NA,Yes,NA,NA,NA,NA,NA,6954e74452001df64f37e01c,1767172543163,,2,,comprehension-2,unpleasant,Cannot say,44,Graduated High-school,,NA,,5ebc0abd2cc5f1054c82a0d7,629000,Cannot say,6953fb944c10a4272405cd8e,Yes,NA,NA,NA,The probability of a yellow marble being released is the same as of a red marble being released.,NA,NA,NA,55843,1767171914163
2177,7,NA,male,conjunctive,very interesting,english,,NA,NA,NA,1,NA,NA,NA,red,6954e74452001df64f37e01c,1767172543163,,1,,critical-speaker,unpleasant,NA,44,Graduated High-school,,NA,,5ebc0abd2cc5f1054c82a0d7,629000,NA,6953fb944c10a4272405cd8e,NA,blue,B-G,NA,NA,NA,NA,sound A,71375,1767171914163
2177,7,NA,male,conjunctive,very interesting,english,,NA,NA,NA,7,NA,NA,NA,green,6954e74452001df64f37e01c,1767172543163,,2,,critical-speaker,unpleasant,NA,44,Graduated High-school,,NA,,5ebc0abd2cc5f1054c82a0d7,629000,NA,6953fb944c10a4272405cd8e,NA,blue,B-G,NA,NA,NA,NA,sound B,19158,1767171914163
2177,1,NA,male,conjunctive,very interesting,english,,NA,NA,NA,1,NA,NA,NA,red,6954e74452001df64f37e01c,1767172543163,,3,,critical-speaker,unpleasant,NA,44,Graduated High-school,,NA,,5ebc0abd2cc5f1054c82a0d7,629000,NA,6953fb944c10a4272405cd8e,NA,yellow,Y-R,NA,NA,NA,NA,sound B,16742,1767171914163
2177,7,NA,male,conjunctive,very interesting,english,,NA,NA,NA,1,NA,NA,NA,red,6954e74452001df64f37e01c,1767172543163,,4,,critical-speaker,unpleasant,NA,44,Graduated High-school,,NA,,5ebc0abd2cc5f1054c82a0d7,629000,NA,6953fb944c10a4272405cd8e,NA,blue,Y-R,NA,NA,NA,NA,sound A,12523,1767171914163
2177,NA,NA,male,conjunctive,very interesting,english,,NA,NA,NA,NA,NA,NA,right,red,6954e74452001df64f37e01c,1767172543163,,1,,critical-listener,unpleasant,NA,44,Graduated High-school,,NA,,5ebc0abd2cc5f1054c82a0d7,629000,NA,6953fb944c10a4272405cd8e,NA,blue,NA,5,NA,NA,NA,sound A,50232,1767171914163
2177,NA,NA,male,conjunctive,very interesting,english,,NA,NA,NA,NA,NA,NA,left,red,6954e74452001df64f37e01c,1767172543163,,2,,critical-listener,unpleasant,NA,44,Graduated High-school,,NA,,5ebc0abd2cc5f1054c82a0d7,629000,NA,6953fb944c10a4272405cd8e,NA,yellow,NA,3,NA,NA,NA,sound B,13479,1767171914163
2178,NA,NA,male,disjunctive,The survey is well designed. I like the concept. ,English,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954f32a861442e319da3e6c,1767175722011,,1,,comprehension-1-1,pleasant,NA,36,Graduated College,,NA,,5d9b7c7efaa2860364b16476,742859,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,50704,1767174979152
2178,NA,NA,male,disjunctive,The survey is well designed. I like the concept. ,English,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954f32a861442e319da3e6c,1767175722011,,2,,comprehension-1-1,pleasant,NA,36,Graduated College,,NA,,5d9b7c7efaa2860364b16476,742859,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,30305,1767174979152
2178,NA,NA,male,disjunctive,The survey is well designed. I like the concept. ,English,,NA,sound B,NA,NA,NA,sound B,NA,NA,6954f32a861442e319da3e6c,1767175722011,,3,,comprehension-1-1,pleasant,NA,36,Graduated College,,NA,,5d9b7c7efaa2860364b16476,742859,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,3436,1767174979152
2178,NA,NA,male,disjunctive,The survey is well designed. I like the concept. ,English,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954f32a861442e319da3e6c,1767175722011,,4,,comprehension-1-1,pleasant,NA,36,Graduated College,,NA,,5d9b7c7efaa2860364b16476,742859,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,2278,1767174979152
2178,NA,No,male,disjunctive,The survey is well designed. I like the concept. ,English,,NA,NA,NA,NA,No,NA,NA,NA,6954f32a861442e319da3e6c,1767175722011,,1,,comprehension-2,pleasant,NA,36,Graduated College,,No,,5d9b7c7efaa2860364b16476,742859,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,No,NA,NA,33346,1767174979152
2178,NA,NA,male,disjunctive,The survey is well designed. I like the concept. ,English,,The probability of a yellow marble being released is the same as of a red marble being released.,NA,Yes,NA,NA,NA,NA,NA,6954f32a861442e319da3e6c,1767175722011,,2,,comprehension-2,pleasant,Cannot say,36,Graduated College,,NA,,5d9b7c7efaa2860364b16476,742859,Cannot say,6953fb944c10a4272405cd8e,Yes,NA,NA,NA,The probability of a blue marble being released is either 90% or 10%.,NA,NA,NA,54376,1767174979152
2178,1,NA,male,disjunctive,The survey is well designed. I like the concept. ,English,,NA,NA,NA,6,NA,NA,NA,green,6954f32a861442e319da3e6c,1767175722011,,1,,critical-speaker,pleasant,NA,36,Graduated College,,NA,,5d9b7c7efaa2860364b16476,742859,NA,6953fb944c10a4272405cd8e,NA,blue,Y-R,NA,NA,NA,NA,sound A,66613,1767174979152
2178,6,NA,male,disjunctive,The survey is well designed. I like the concept. ,English,,NA,NA,NA,3,NA,NA,NA,red,6954f32a861442e319da3e6c,1767175722011,,2,,critical-speaker,pleasant,NA,36,Graduated College,,NA,,5d9b7c7efaa2860364b16476,742859,NA,6953fb944c10a4272405cd8e,NA,blue,Y-R,NA,NA,NA,NA,sound A,55129,1767174979152
2178,4,NA,male,disjunctive,The survey is well designed. I like the concept. ,English,,NA,NA,NA,6,NA,NA,NA,green,6954f32a861442e319da3e6c,1767175722011,,3,,critical-speaker,pleasant,NA,36,Graduated College,,NA,,5d9b7c7efaa2860364b16476,742859,NA,6953fb944c10a4272405cd8e,NA,yellow,B-G,NA,NA,NA,NA,sound B,33918,1767174979152
2178,3,NA,male,disjunctive,The survey is well designed. I like the concept. ,English,,NA,NA,NA,7,NA,NA,NA,red,6954f32a861442e319da3e6c,1767175722011,,4,,critical-speaker,pleasant,NA,36,Graduated College,,NA,,5d9b7c7efaa2860364b16476,742859,NA,6953fb944c10a4272405cd8e,NA,blue,B-G,NA,NA,NA,NA,sound A,23757,1767174979152
2178,NA,NA,male,disjunctive,The survey is well designed. I like the concept. ,English,,NA,NA,NA,NA,NA,NA,right,green,6954f32a861442e319da3e6c,1767175722011,,1,,critical-listener,pleasant,NA,36,Graduated College,,NA,,5d9b7c7efaa2860364b16476,742859,NA,6953fb944c10a4272405cd8e,NA,yellow,NA,7,NA,NA,NA,sound B,32459,1767174979152
2178,NA,NA,male,disjunctive,The survey is well designed. I like the concept. ,English,,NA,NA,NA,NA,NA,NA,right,red,6954f32a861442e319da3e6c,1767175722011,,2,,critical-listener,pleasant,NA,36,Graduated College,,NA,,5d9b7c7efaa2860364b16476,742859,NA,6953fb944c10a4272405cd8e,NA,blue,NA,7,NA,NA,NA,sound A,30039,1767174979152
